Title,Authors,Journal,Year,Volume,Issue,Pages,DOI,Abstract,Keywords
New assistive technologies in dementia and mild cognitive impairment care: A PubMed review,"Lee-Cheong, S.; Amanullah, S.; Jardine, M.",Asian Journal of Psychiatry,2022,73,,20,10.1016/j.ajp.2022.103135,"Introduction: Dementia is characterized by global cognitive dysfunction, which can cause difficulties in performing Activities of Daily Living (ADLs) and Instrumental Activities of Daily Living (IADLs), leaving people with dementia (PwD) who do not have the proper support extremely vulnerable. Dementia management should involve preventative methods, including during the stage of mild cognitive impairment (MCI). Lay-caregivers are found to have poorer health in all three domains of the biopsychosocial model, as a result of the burden of care. New assistive technologies (ATs) have been designed to help care for PwD. ATs aim to be more affordable and widely available than human workers, achieving greater health equity and quality of life for all. Methods: To identify relevant articles, a literature search using PubMed was undertaken by one independent reviewer: S.L.C. The keywords of ""dementia"", ""technology"", and ""management"" were used, with no date of publication limitations, which revealed 571 results. Results: 44 articles were included in this review. Articles regarding new technologies to diagnose dementia or MCI were not included. ATs aim to help facilitate aging-in-place, reduce medical costs, and rates of caregiver burnout, by helping maintain patient functioning. Discussion: Legal issues in the form of workplace safety laws, data privacy laws and regulations, and health care ethics are major barriers to implementation that need to be resolved. The hope is that artificial intelligence (AI) systems may be able to advance what they are able to perceive and help uncover new knowledge and management options for dementia and MCI.",Dementia; Mild cognitive impairment; Assistive technology; Aging-in-place; Management; Ethics; people; support; system; Psychiatry
Automated Idiopathic Normal Pressure Hydrocephalus Diagnosis via Artificial Intelligence?Based 3D T1 MRI Volumetric Analysis,"Lee, J.; Kim, D.; Suh, C. H.; Yun, S.; Choi, K. S.; Lee, S.; Jung, W.; Kim, J.; Heo, H.; Shim, W. H.; Jo, S.; Chung, S. J.; Lim, J. S.; Kim, H. S.; Kim, S. J.; Lee, J. H.",American Journal of Neuroradiology,2025,46,1,33-40,10.3174/ajnr.A8489,"BACKGROUND AND PURPOSE: Idiopathic normal pressure hydrocephalus (iNPH) is reversible dementia that is underdiagnosed. The purpose of this study was to develop an automated diagnostic method for iNPH using artificial intelligence techniques with a T1-weighted MRI scan. MATERIALS AND METHODS: We quantified iNPH, Parkinson disease, Alzheimer disease, and healthy controls on T1-weighted 3D brain MRI scans using 452 scans for training and 110 scans for testing. Automatic component measurement algorithms were developed for the Evans index, Sylvian fissure enlargement, high-convexity tightness, callosal angle, and normalized lateral ventricle volume. XGBoost models were trained for both automated measurements and manual labels for iNPH prediction. RESULTS: A total of 452 patients (200 men; mean age, 73.2 [SD, 6.5]?years) were included in the training set. Of the 452 patients, 111 (24.6%) had iNPH. We obtained area under the curve (AUC) values of 0.956 for automatically measured high-convexity tightness and 0.830 for Sylvian fissure enlargement. Intraclass correlation values of 0.824 for the callosal angle and 0.924 for the Evans index were measured. By means of the decision tree of the XGBoost model, the model trained on manual labels obtained an average cross-validation AUC of 0.988 on the training set and 0.938 on the unseen test set, while the fully automated model obtained a cross-validation AUC of 0.983 and an unseen test AUC of 0.936. CONCLUSIONS: We demonstrated a machine learning algorithm capable of diagnosing iNPH from a 3D T1-weighted MRI that is robust to the failure. We propose a method to scan large numbers of 3D T1-weighted MRIs with minimal human intervention, making possible large-scale iNPH screening.","guidelines; disease; model; Neurosciences & Neurology; Radiology, Nuclear Medicine & Medical Imaging"
The effects of violence and related stress on asthma,"Han, Y. Y.; Celedo, J. C.; Celedo, J. C.",Annals of Allergy Asthma & Immunology,2024,133,6,630-640,10.1016/j.anai.2024.07.023,"In the United States, people living in deprived urban areas and persons in certain minoritized groups are often exposed to violence and affected with asthma, and epidemiologic studies have shown a link between exposure to violence (ETV) and asthma throughout the lifespan. Indeed, ETV at the individual, intrafamilial and community levels has been linked to asthma in children and adults. In this review, we discuss the evidence for a causal relation between ETV and asthma, emphasizing findings published in the last five years. Interpretation of the available evidence is limited by variable quality of the assessment of ETV or asthma, potential recall and selection bias, inability to estimate the relative contribution of various types of violence to the observed associations, lack of objective biomarkers of asthma or asthma endotypes, and inconsistent consideration of potential confounders or modifiers of the ETV-asthma link. Despite such limitations, the aggregate evidence from studies conducted in different locations and populations suggests that ETV affects asthma and asthma outcomes, and that this is explained by direct physiologic effects of violence-related distress and indirect effects (e.g., through risky health behaviors or co-morbidities). Thus, large prospective studies with careful assessment of specific types of ETV, key covariates and comorbidities (including mental illness), and asthma are needed to advance this field. Such research efforts should not preclude screening for maltreatment in children with asthma and ETV-related depression and anxiety in adolescents and adults with asthma. Further, vigorous policies are needed to curtail violence, as such policies could benefit patients with asthma while saving lives. (c) 2024 American College of Allergy, Asthma & Immunology. Published by Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",intimate partner violence; adverse childhood experiences; health-risk; behaviors; high-school-students; community violence; physical health; sex-differences; bronchodilator response; posttraumatic stress; neighborhood safety; Allergy; Immunology
Decision for surgical management of perforation following endoscopic sphincterotomy,"Bell, R. C.; Van Stiegmann, G.; Goff, J.; Reveille, M.; Norton, L.; Pearlman, N. W.",Am Surg,1991,57,4,237-40,,"Duodenal perforation resulting from endoscopic sphincterotomy (ES) is a serious complication with a high mortality. Diagnosis is often problematic and the optimum treatment is controversial. Eight proven perforations occurred following 441 ES at University of Colorado Hospital, a rate of 1.8 per cent. Physical and laboratory findings were of little diagnostic value, whereas plain abdominal radiographs showed evidence of perforation in 86 per cent. All patients were operated on promptly after diagnosis of perforation. Delay in diagnosis of perforation beyond 24 hours in six patients was associated with a high morbidity and two deaths. Analysis of published series confirmed that delay in diagnosis and delay in operation after perforation were associated with a higher mortality rate than early diagnosis with or without operation. We recommend operative intervention in all patients with clinical evidence of perforation following ES.","Adult; Aged; Duodenum/*injuries; Female; Humans; Intestinal Perforation/diagnosis/etiology/*surgery; Male; Middle Aged; Sphincterotomy, Transduodenal/*adverse effects"
Preoperative risk factors for 1-year mortality in patients undergoing fenestrated endovascular aortic aneurysm repair in the US Aortic Research Consortium,"Banks, C. A.; Novak, Z.; Spangler, E. L.; Schanzer, A.; Farber, M. A.; Sweet, M. P.; Oderich, G.; Timaran, C. H.; Lee, A.; Schneider, D. B.; Eagleton, M. J.; Gasper, W.; Beck, A. W.",J Vasc Surg,2024,80,3,724-735.e3,10.1016/j.jvs.2024.04.063,"BACKGROUND: Early survival (1-year) after elective repair of complex abdominal aortic aneurysms (AAA) or thoracoabdominal aortic aneurysms (TAAA) can be used as an indicator of successful repair and provides a reasonable countermeasure to the annual rupture risk based on diameter. We aimed to identify preoperative factors associated with 1-year mortality after fenestrated or branched endovascular aortic repair (F/BEVAR) and develop a predictive model for 1-year mortality based on patient-specific risk profiles. METHODS: The US-Aortic Research Consortium database was queried for all patients undergoing elective F/BEVAR for complex AAA (cAAA) or TAAA from 2005 to 2022. The primary outcome was 1-year survival based on preoperative risk profile. Multivariable Cox regression was used to determine preoperative variables associated with 1-year mortality overall and by extent of aortic pathology. Logistic regression was performed to build a predictive model for 1-year mortality based on number of risk factors present. RESULTS: A total of 2099 patients met the inclusion criteria for this study (cAAA: n = 709 [34.3%]; type 1-3 TAAA: n = 777 [37.6%]; type 4-5 TAAA: n = 580 [28.1%]). Multivariable Cox regression identified the following significant risk factors associated with 1-year mortality: current smoker, chronic obstructive pulmonary disease, congestive heart failure (CHF), aortic diameter >7 cm, age >75 years, extent 1-3, creatinine >1.7 mg/dL, and hematocrit <36%. When stratified by extent of aortic involvement, multivariable Cox regression revealed risk factors for 1-year mortality in cAAA (CHF maximum aortic diameter >7 cm, hematocrit <36 mg/dL, and current smoking status), type 1-3 TAAA (chronic obstructive pulmonary disease, CHF, and age >75 years), and type 4-5 TAAA (age >75 years, creatinine >1.7 mg/dL, and hematocrit <36 mg/dL). Logistic regression was then used to develop a predictive model for 1-year mortality based on patient risk profile. Appraisal of the model revealed an area under the curve of 0.64 (P < .001), and an observed to expected ratio of 0.85. CONCLUSIONS: This study describes multiple risk factors associated with an increase in 1-year mortality after F/BEVAR. Given that elective repair of cAAA or TAAA is offered to some patients in whom future rupture risk outweighs operative risk, these findings suggest that highly comorbid patients with smaller aneurysms may not benefit from repair. Descriptive and predictive models for 1-year mortality based on patient risk profiles can serve as an adjunct in clinical decision-making when considering elective F/BEVAR.","Humans; *Endovascular Procedures/adverse effects/mortality; Risk Factors; Female; Male; *Aortic Aneurysm, Abdominal/surgery/mortality/diagnostic imaging; Aged; Risk Assessment; *Blood Vessel Prosthesis Implantation/mortality/adverse effects; Time Factors; Retrospective Studies; United States/epidemiology; *Databases, Factual; *Aortic Aneurysm, Thoracic/surgery/mortality/diagnostic imaging; Treatment Outcome; Aged, 80 and over; Middle Aged; 1-Year mortality; Complex abdominal aortic aneurysm; Fenestrated/branched endovascular aortic aneurysm repair; Thoracoabdominal aortic aneurysm"
Freight-train derailment rates for railroad safety and risk analysis,"Liu, X.; Saat, M. R.; Barkan, C. P. L.",Accident Analysis and Prevention,2017,98,,1-9,10.1016/j.aap.2016.09.012,"Derailments are the most common type of train accident in the United States. They cause damage to infrastructure, rolling stock and lading, disrupt service, and have the potential to cause casualties, and harm the environment. Train safety and risk analysis relies on accurate assessment of derailment likelihood. Derailment rate - the number of derailments normalized by traffic exposure - is a useful statistic to estimate the likelihood of a derailment. Despite its importance, derailment rate analysis using multiple factors has not been previously developed. In this paper, we present an analysis of derailment rates on Class I railroad mainlines based on data from the U.S. Federal Railroad Administration and the major freight railroads. The point estimator and confidence interval of train and car derailment rates are developed by FRA track class, method of operation and annual traffic density. The analysis shows that signaled track with higher FRA track class and higher traffic density is associated with a lower derailment rate. The new accident rates have important implications for safety and risk management decisions, such as the routing of hazardous materials. (C) 2016 Elsevier Ltd. All rights reserved.","Derailment rate; Railroad safety; Hazardous materials transportation; Risk analysis; motor-vehicle crashes; road sections; poisson-gamma; models; methodology; confidence; regression; dispersion; accidents; intervals; Engineering; Public, Environmental & Occupational Health; Social; Sciences - Other Topics; Transportation"
Correlation between preoperative physical signs and functional outcomes after laminoplasty for ossification of the posterior longitudinal ligament,"Tsuji, T.; Fujita, N.; Watanabe, K.; Nakamura, M.; Matsumoto, M.; Ishii, K.",J Orthop Sci,2017,22,2,266-269,10.1016/j.jos.2016.12.008,"BACKGROUND: Ossification of the posterior longitudinal ligament (OPLL) can cause myelopathy that is often managed surgically. Knowledge of predictors of surgical outcomes can provide decision support to surgeons. The aims of this study were to investigate the relationships between preoperative physical signs and postoperative functional outcomes in patients with OPLL and to clarify whether physical signs could predict functional outcomes. METHODS: Fifty-five patients with OPLL who had undergone cervical laminoplasty were included in this study. Six physical signs including hyperreflexia, Babinski sign, sensory disturbance, grip strength, 10-s grip and release test, and bladder dysfunction, and four other factors including age, duration of symptoms, history of minor trauma and preoperative Japanese Orthopaedic Association (JOA) score were investigated as potential predictive prognostic factors using both univariate and multivariate analyses. RESULTS: The mean recovery rate of JOA score was 62.5 ± 32.5%. The neurological recovery rate was negatively associated with age (P = 0.002), the duration of symptoms (P = 0.002) and Babinski sign (P = 0.007), whereas it was positively correlated with grip strength (P = 0.011). Multiple logistic regression analyses revealed that age (Odds ratio: 0.89, 95% CI: 0.81-0.99) and Babinski sign (Odds ratio: 0.18, 95% CI: 0.04-0.89) were factors associated with functional outcomes. CONCLUSIONS: Satisfactory functional outcomes could be expected for patients who are young and do not exhibit the Babinski sign, showing that the Babinski sign could be useful as an indicator of the window of opportunity for achieving satisfactory functional outcomes.","Aged; Analysis of Variance; Chi-Square Distribution; Cohort Studies; Female; Follow-Up Studies; Humans; Japan; Laminoplasty/adverse effects/*methods; Logistic Models; Male; Middle Aged; Neurologic Examination/methods; Ossification of Posterior Longitudinal Ligament/*diagnostic imaging/*surgery; Physical Examination/methods; Preoperative Care/methods; *Recovery of Function; Retrospective Studies; Risk Assessment; Severity of Illness Index; Spinal Cord Diseases/*etiology/physiopathology; Statistics, Nonparametric; Treatment Outcome"
Mini-midvastus versus mini-medial parapatellar approach in simultaneous bilateral total knee arthroplasty with 24-month follow-up,"Liu, H.; Mei, X.; Zhang, Z.; Sun, J.",Acta Orthop Traumatol Turc,2015,49,6,586-92,10.3944/aott.2015.15.0078,"OBJECTIVE: Comparisons of mini-midvastus (mMV) with mini-medial parapatellar (mMPP) approach in total knee arthroplasty (TKA) have been performed in the past but were often compromised by variables such as disease, pain tolerance, bone quality, and surgeon. The aim of this study was to minimize the influence of these factors in order to more accurately evaluate these 2 approaches. METHODS: Forty-five patients who had bilateral arthritis of the knee with similar deformity and preoperative range of motion (ROM) on both sides agreed to have 1 knee replaced via mMV approach (Group I) and the other via mMPP approach (Group II) were evaluated. Postoperative clinical outcomes, postoperative complications, perioperative parameters, and knee component positioning were analyzed. RESULTS: No significant differences were found between the mMV and mMPP groups with regards to functional assessment, patient satisfaction, postoperative complication, quadricep strength, pain at the point of incision, degree of soft tissue release, as well as ROM. Nor were significant differences found between the 2 groups in terms of perioperative parameters and radiographic component positioning. CONCLUSION: The present study did not detect any substantive difference between the mMV and mMPP approaches for TKA. The decision between the 2 surgical approaches should be based on surgeon experience and preference.","Aged; Arthroplasty, Replacement, Knee/*methods; Follow-Up Studies; Humans; Knee Joint/*surgery; Middle Aged; Pain Measurement; Patient Satisfaction; *Postoperative Complications; Prospective Studies; *Range of Motion, Articular; Treatment Outcome"
The American Cancer Society National Lung Cancer Roundtable strategic plan: Optimizing strategies for lung nodule evaluation and management,"Barta, J. A.; Farjah, F.; Thomson, C. C.; Dyer, D. S.; Wiener, R. S.; Slatore, C. G.; Smith-Bindman, R.; Rosenthal, L. S.; Silvestri, G. A.; Smith, R. A.; Gould, M. K.",Cancer,2024,130,24,4177-4187,10.1002/cncr.35181,"Lung nodules are frequently detected on low-dose computed tomography scans performed for lung cancer screening and incidentally detected on imaging performed for other reasons. There is wide variability in how lung nodules are managed by general practitioners and subspecialists, with high rates of guideline-discordant care. This may be due in part to the level of evidence underlying current practice guideline recommendations (primarily based on findings from uncontrolled studies of diagnostic accuracy). The primary aims of lung nodule management are to minimize harms of diagnostic evaluations while expediting the evaluation, diagnosis, and treatment of lung cancer. Potentially useful tools such as lung cancer probability calculators, automated methods to identify patients with nodules in the electronic health record, and multidisciplinary team evaluation are often underused due to limited availability, accessibility, and/or provider knowledge. Finally, relatively little attention has been paid to identifying and reducing disparities among individuals with screening-detected or incidentally detected lung nodules. This contribution to the American Cancer Society National Lung Cancer Roundtable Strategic Plan aims to identify and describe these knowledge gaps in lung nodule management and propose recommendations to advance clinical practice and research. Major themes that are addressed include improving the quality of evidence supporting lung nodule evaluation guidelines, strategically leveraging information technology, and placing emphasis on equitable approaches to nodule management. The recommendations outlined in this strategic plan, when carried out through interdisciplinary efforts with a focus on health equity, ultimately aim to improve early detection and reduce the morbidity and mortality of lung cancer. PLAIN LANGUAGE SUMMARY: Lung nodules may be identified on chest scans of individuals who undergo lung cancer screening (screening-detected nodules) or among patients for whom a scan was performed for another reason (incidental nodules). Although the vast majority of lung nodules are not lung cancer, it is important to have evidence-based, standardized approaches to the evaluation and management of a lung nodule. The primary aims of lung nodule management are to diagnose lung cancer while it is still in an early stage and to avoid unnecessary procedures and other harms.","Humans; *Lung Neoplasms/diagnostic imaging/diagnosis/therapy/pathology; United States; *Solitary Pulmonary Nodule/diagnostic imaging/therapy/diagnosis/pathology; *Tomography, X-Ray Computed/methods; Early Detection of Cancer/methods; American Cancer Society; Practice Guidelines as Topic; electronic health record; health equity; lung cancer; lung cancer screening; lung nodules"
Do perinatal nurses still check for blood return when administering the hepatitis B vaccine?,"Hensel, D.; Springmyer, J.",J Obstet Gynecol Neonatal Nurs,2011,40,5,589-94,10.1111/j.1552-6909.2011.01277.x,"OBJECTIVE: To describe how changes in recommendations regarding aspirating for blood return prior to intramuscular immunization have diffused into perinatal nurses' practice using the diffusions of innovations theory as a framework and to explore what factors influenced decisions to adopt new administration techniques. DESIGN & SETTING: This descriptive study used a survey design with a convenience sample of hospital-based perinatal nurses. A link to an online survey regarding injection knowledge and practices surrounding administering the hepatitis B vaccine to newborns was distributed to nurse managers in Indiana, and they were asked to forward the link to their staffs. PARTICIPANTS: A total of 72 nurses participated in the survey. RESULTS: The majority of respondents (90%) continued to aspirate with the vaccination. Only 13% knew this practice was no longer recommended. CONCLUSIONS: For the most part, participants were still in the knowledge phase regarding changes in vaccination administration practices. Lack of knowledge, considered a characteristic of the potential adopter, was the primary barrier to change. More research is needed to understand how communication, organizational factors, and the actual innovation factored into the change process. Additional research is needed to examine the practice of aspirating with other injectables.","Adult; Aged; Cross-Sectional Studies; Evidence-Based Medicine; Female; Hepatitis B Vaccines/*administration & dosage; Humans; Infant, Newborn; Injections, Intramuscular; Middle Aged; Neonatal Nursing/*methods; Phlebotomy/*standards/trends; *Practice Patterns, Nurses'; Quality Control; Surveys and Questionnaires; Vaccination/*methods"
A treatment protocol for mandible fractures,"Chu, L.; Gussack, G. S.; Muller, T.",J Trauma,1994,36,1,48-52,10.1097/00005373-199401000-00007,"Mandibular fracture management has evolved over several decades, and controversies exist over ideal approaches for individual fractures. Treatment choices include closed versus open techniques, reduction methods and repair, and decision concerning intermaxillary fixation. Both the patient and the fracture characteristics have an impact on these choices. Patient factors include age, mandibular bone quality, dentition, patient reliability, and associated injuries. Fracture characteristics include favorability versus unfavorability, single versus multiple, location, and infection. This study was undertaken to develop and evaluate a management algorithm to determine the best treatment of mandible fractures. Sixty-seven patients were managed at the Grady Memorial Hospital otolaryngology service. Ages ranged from 3 to 68 years and included 55 male patients and 12 female patients. Forty-three patients had multiple fractures, while 24 had single fractures. Sixty-four patients were successfully managed and had normal function on follow-up examination. Eleven patients (16.4%) had complications. These included three infections, one malunion, two malocclusions, and five marginal nerve pareses. Multiple fractures did not have a higher incidence of complication. This protocol allows an orderly approach to the successful outcome of mandibular fractures.","Adolescent; Adult; Aged; *Algorithms; Bone Plates; Bone Wires; Child; Child, Preschool; Clinical Protocols; Dental Occlusion, Balanced; Dentition; Female; Follow-Up Studies; Fracture Fixation, Internal/instrumentation/methods; Humans; Male; Mandibular Fractures/classification/*diagnosis/epidemiology/*surgery; Middle Aged; Postoperative Complications/epidemiology; Prospective Studies; Risk Factors; Treatment Outcome"
On-site toluidine blue staining and screening improves efficiency of fine-needle aspiration cytology reporting,"Ammanagi, A. S.; Dombale, V. D.; Patil, S. S.",Acta Cytol,2012,56,4,347-51,10.1159/000338725,"OBJECTIVE: We investigated the role of on-site toluidine blue staining and screening in fine-needle aspiration cytology (FNAC) reporting for patients with thyroid nodules, palpable breast lumps and palpable lymph nodes. STUDY DESIGN: A total of 200 consecutive patients with a palpable lymph node or a lump in the breast or thyroid referred to the outpatient department for FNAC were included in this study. We used toluidine blue to stain FNAC slides for the evaluation of smear adequacy. The toluidine blue-stained slides were compared with the same slides after being decolorised and Papanacolaou (PAP)-stained. RESULTS: Out of 200 cases, 28 (14%) were deemed unsatisfactory on the first attempt as assessed by rapid staining. These included 16 (38%) of 42 thyroid cases, 10 (10.4%) of 96 breast lump cases and 2 (3.2%) of 62 lymph node cases. A repeat FNAC in the same sitting on these 28 patients showed adequate material in 24 (12%) of them. Therefore, for 98%, a decision could be made at the very first visit to plan further management. CONCLUSIONS: We concluded that toluidine blue offers excellent cytological details for the preliminary identification of the lesion and to decide on the adequacy of the material for definitive diagnosis on FNAC slides.","Biopsy, Fine-Needle; Breast Neoplasms/diagnosis/surgery; *Coloring Agents; Cytological Techniques/*methods; Female; Humans; Lymphatic Metastasis/diagnosis; Male; Pathology, Surgical/*methods; Staining and Labeling/*methods; Thyroid Nodule/diagnosis/surgery; *Tolonium Chloride"
The Maastricht Ultrasound Shoulder pain trial (MUST): ultrasound imaging as a diagnostic triage tool to improve management of patients with non-chronic shoulder pain in primary care,"Ottenheijm, R. P.; Joore, M. A.; Walenkamp, G. H.; Weijers, R. E.; Winkens, B.; Cals, J. W.; de Bie, R. A.; Dinant, G. J.",BMC Musculoskelet Disord,2011,12,,154,10.1186/1471-2474-12-154,"BACKGROUND: Subacromial disorders are considered to be one of the most common pathologies affecting the shoulder. Optimal therapy for shoulder pain (SP) in primary care is yet unknown, since clinical history and physical examination do not provide decisive evidence as to the patho-anatomical origin of the symptoms. Optimal decision strategies can be furthered by applying ultrasound imaging (US), an accurate method in diagnosing SP, demonstrating a clear relationship between diagnosis and available therapies. Yet, the clinical cost-effectiveness of applying US in the management of SP in primary care has not been studied. The aim of this paper is to describe the design and methods of a trial assessing the cost-effectiveness of ultrasound imaging as a diagnostic triage tool to improve management of primary care patients with non-chronic shoulder pain. METHODS/DESIGN: This randomised controlled trial (RCT) will involve 226 adult patients with suspected subacromial disorders recruited by general practitioners. During a Qualification period of two weeks, patients receive care as usual as advised by the Dutch College of General Practitioners, and patients are referred for US. Patients with insufficient improvement qualify for the RCT. These patients are then randomly assigned to the intervention or the control group. The therapies used in both groups are the same (corticosteroid injections, referral to a physiotherapist or orthopedic surgeon) except that therapies used in the intervention group will be tailored based on the US results. Ultrasound diagnosed disorders include tendinopathy, calcific tendinitis, partial and full thickness tears, and subacromial bursitis. The primary outcome is patient-perceived recovery at 52 weeks, using the Global Perceived Effect questionnaire. Secondary outcomes are disease specific and generic quality of life, cost-effectiveness, and the adherence to the initial applied treatment. Outcome measures will be assessed at baseline, 13, 26, 39 and 52 weeks after inclusion. An economic evaluation will be performed from both a health care and societal perspective with a time horizon of 52 weeks. DISCUSSION: The results of this trial will give unique evidence regarding the cost-effectiveness of US as a diagnostic triage tool in the management of SP in primary care.",Adult; Cost-Benefit Analysis/methods; Disability Evaluation; Female; Humans; Longitudinal Studies; Male; Netherlands; Primary Health Care/economics/methods; Shoulder Impingement Syndrome/diagnosis/*diagnostic imaging/*therapy; Shoulder Pain/diagnosis/*diagnostic imaging/*therapy; Surveys and Questionnaires; Triage/economics/methods/trends; Ultrasonography/*economics/*methods
Swiss-wide multicentre evaluation and prediction of core outcomes in arthroscopic rotator cuff repair: protocol for the ARCR_Pred cohort study,"Audigé, L.; Bucher, H. C. C.; Aghlmandi, S.; Stojanov, T.; Schwappach, D.; Hunziker, S.; Candrian, C.; Cunningham, G.; Durchholz, H.; Eid, K.; Flury, M.; Jost, B.; Lädermann, A.; Moor, B. K.; Moroder, P.; Rosso, C.; Schär, M.; Scheibel, M.; Spormann, C.; Suter, T.; Wieser, K.; Zumstein, M.; Müller, A. M.",BMJ Open,2021,11,4,e045702,10.1136/bmjopen-2020-045702,"INTRODUCTION: In the field of arthroscopic rotator cuff repair (ARCR), reporting standards of published studies differ dramatically, notably concerning adverse events (AEs). In addition, prognostic studies are overall methodologically poor, based on small data sets and explore only limited numbers of influencing factors. We aim to develop prognostic models for individual ARCR patients, primarily for the patient-reported assessment of shoulder function (Oxford Shoulder Score (OSS)) and the occurrence of shoulder stiffness 6 months after surgery. We also aim to evaluate the use of a consensus core event set (CES) for AEs and validate a severity classification for these events, considering the patient's perspective. METHODS AND ANALYSIS: A cohort of 970 primary ARCR patients will be prospectively documented from several Swiss and German orthopaedic clinics up to 24 months postoperatively. Patient clinical examinations at 6 and 12 months will include shoulder range of motion and strength (Constant Score). Tendon repair integrity status will be assessed by ultrasound at 12 months. Patient-reported questionnaires at 6, 12 and 24 months will determine functional scores (subjective shoulder value, OSS), anxiety and depression scores, working status, sports activities, and quality of life (European Quality of Life 5 Dimensions 5 Level questionnaire). AEs will be documented according to a CES. Prognostic models will be developed using an internationally supported regression methodology. Multiple prognostic factors, including patient baseline demographics, psychological, socioeconomic and clinical factors, rotator cuff integrity, concomitant local findings, and (post)operative management factors, will be investigated. ETHICS AND DISSEMINATION: This project contributes to the development of personalised risk predictions for supporting the surgical decision process in ARCR. The consensus CES may become an international reference for the reporting of complications in clinical studies and registries. Ethical approval was obtained on 1 April 2020 from the lead ethics committee (EKNZ, Basel, Switzerland; ID: 2019-02076). All participants will provide informed written consent before enrolment in the study. TRIAL REGISTRATION NUMBER: NCT04321005. PROTOCOL VERSION: Version 2 (13 December 2019).",Arthroscopy; Cohort Studies; Humans; Multicenter Studies as Topic; Quality of Life; *Rotator Cuff/diagnostic imaging/surgery; *Rotator Cuff Injuries/surgery; Switzerland; Treatment Outcome; musculoskeletal disorders; orthopaedic & trauma surgery; shoulder
Can we manage the melanocytic lesions with peripheral globules according to the grade of dysplasia?,"Avcı, C.; Akın, G.; Lebe, B.; Şahin, M. T.; Fetil, E.",Australas J Dermatol,2024,65,4,358-368,10.1111/ajd.14261,"BACKGROUND/OBJECTIVES: Although excision of melanocytic nevi with high-grade dysplasia is recommended by the World Health Organization (WHO), clinical studies investigating the approach based on the grading dysplasia of melanocytic lesions with peripheral globules (PGs) are lacking. We investigated the grades of dysplasia and their distinguishable dermoscopic and clinical features to provide accurate data for managing these lesions. METHODS: We retrospectively classified histologically confirmed melanocytic lesions with PGs according to the 2018 WHO Classification of Skin Tumours criteria in a university hospital in Turkey. Dermoscopic features, lesions, and patient characteristics were recorded. RESULTS: Sixty-six lesions of 56 patients were included. After classification, 9.1% (n: 6) of lesions were melanomas, 39.4% (n: 26) were high-grade dysplastic nevi, and 50% (n: 33) were low-grade dysplastic nevi (n: 33, 50%). There was one nevus with no dysplasia (n: 1, 1.5%). Univariate analysis revealed that ≥31 years of age, irregular shape of peripheral globules, black colour, total colour count, and maximum diameter of the lesion were associated with high-grade dysplasia and melanoma. In the multivariate analyses, ≥31 years of age (OR = 3.80, 95% CI, 1.17-12.37), irregular shape of peripheral globules (OR = 3.90, 95% CI, 1.15-13.2), and total colour count (OR = 3.21, 95% CI, 1.2-8.5) were significant predictive factors for the lesions with high-grade dysplasia and melanomas. CONCLUSIONS: To avoid the underdiagnosis of both melanomas and high-grade dysplastic nevi with PGs, the irregular shape of peripheral globules and multiple colours after the third decade may be useful in making an excision decision. The risk increases every 1-year increase in age. Excision is suggested for all melanocytic lesions with PGs for patients 60 years or older because of the high risk of melanoma and melanocytic nevus with high-grade dysplasia.","Humans; Male; *Skin Neoplasms/pathology; Female; *Melanoma/pathology; Retrospective Studies; Adult; Middle Aged; *Nevus, Pigmented/pathology; *Dysplastic Nevus Syndrome/pathology/surgery; *Dermoscopy; Young Adult; Aged; Adolescent; Neoplasm Grading; Age Factors; dermoscopy; high‐grade dysplasia; melanocytic nevus; peripheral of globules"
Athletes with cervical spine injury,"Maroon, J. C.; Bailes, J. E.",Spine (Phila Pa 1976),1996,21,19,2294-9,10.1097/00007632-199610010-00025,"Athletic injuries to the cervical spine are infrequent, but can present difficulty in both diagnosis and management. We designed a simple classification system consisting of three broad types of injuries to facilitate management decisions. Also included is a discussion of variations among injuries within each type and recommendations regarding the athlete's return to competition.",Athletic Injuries/*classification/diagnosis/*therapy; *Cervical Vertebrae; Humans; Spinal Cord Injuries/*classification/diagnosis/*therapy; Spinal Injuries/*classification/diagnosis/*therapy
SIMULATION-MODEL FOR DRYLAND CROP PRODUCTION IN CANADIAN PRAIRIES,"Zentner, R. P.; Sonntag, B. H.; Lee, G. E.",Agricultural Systems,1978,3,4,241-251,10.1016/0308-521x(78)90011-2,,Agriculture
